,review,cluster
"('4',)","Review Text 1100: Very limited in what it can do, personally I felt the chat function was more lacking than I expected. It felt very shallow and would sometimes make suggestions that had nothing to do with what I wrote. That being said, I can't blame it for not always picking out the problem from a paragraph long rant. I've learned to shorten things to the bare minimum or go straight to asking for help directly. The advice and coping methods are fantastic. I have anxiety attacks frequently and can go straight to wysa for help. It has actually been very helpful and I do recommend trying it out.",4
"('2',)",Review Text 3298: Best app so far for meditating . Never thought meditating will be so fun and beautiful. Check it out. Its is worth it.,2
"('1',)",Review Text 159: Love this app I have anxiety and I have feels panic attacks coming so this me me know what was happening,1
"('0',)",Review Text 158: Please add a repeat button so that once it's finished it automatically keeps on playing... It's important.,0
"('7',)",Review Text 4695: I love it because of daily prayer and you're given a  scripture as well!!,7
"('2',)","Review Text 2260: As a person who hated meditation and just downloaded the app for the cartoons, I can say meditation is an integral part of my life thanks to Headspace",2
"('2',)",Review Text 2108: Great app and easy to use. Make me easy to start meditation everyday.,2
"('5',)",Review Text 993: Love this app it's in my phone and tablet. I have told people to try it as well.,5
"('8',)",Review Text 96: I got this app and as a health and fitness coach it is amazing!! Super easy to use and and I am telling all my girls about this!!! Everyone needs to hear affirmations and to get a set reminder is so great!! Thank you for making this app🙌 Cheers Jane!!,8
"('1',)",Review Text 3820: Please try this app if you feel alone in this world.,1
"('0',)",Review Text 3636: I I I don't know much about the bible but Iam willing to lear Jesus is in my ❤..Jesus got hold of my life and he won't let me go..HALLELUJAH Amen..,0
"('4',)",Review Text 2792: WAY BETTER THAN VENT! The community is much more friendly and helpful on talklife,4
"('0',)",Review Text 2558: Helps me be mindful and train my thoughts in a more positive direction. Very nicely done. Will probably subscribe after I complete the beginners path.,0
"('4',)",Review Text 21: I like it because it helps me think and realize that God is in control and  he's there to help me through the day if I let him,4
"('3',)","Review Text 5294: This community is so lovely and respectful, it's worth giving it a good try.",3
"('5',)",Review Text 220: I love it but can u make the quiet pack so u have to watch an ad to play  one not just buy the whole set,5
"('5',)",Review Text 341: I love everything about this app except the monthly fee. I didn't know  there was one until I used it for 2 weeks and then I suddenly was prompted  to pay.,5
"('2',)",Review Text 3060: Great way to get into meditation for someone who never did it before.,2
"('8',)","Review Text 594: wonderful so far does what its supposed to, the one thing is if you need immediate help or are concerned or worried about yourself this app may not help right away.",8
"('10',)",Review Text 6693: Very beginner friendly! Plus the app itself is very well optimized and the design/animations arr great!,10
"('0',)",Review Text 49: Totally liked it.it's has been so easy for me to get medical advice now.I was totally confused because of my scabies problem.got a proper advice from superdoc.I am sure this will help me.thanks super doc.,0
"('8',)",Review Text 5716: Help me  to  realise  that I  need more of God in me.,8
"('0',)",Review Text 22: At least I have someone to talk to me which faced same situations in there  life's.,0
"('4',)","Review Text 1263: A perfect compliment to my miracle morning routine, and the energizes help me keep a calm presence with my students. Happily purchased.",4
"('5',)","Review Text 1724: I love this app 100%. I use it every single day to track my depression and adhd problems, and it is highly effective in calming me down. The journaling portion takes you through a cycle of learning how to think positively and realistically instead of negatively, and I love that I can keep track of my daily health and peraonal needs. HIGHLY RECOMMENDED TO ANYONE AND EVERYONE WITH OR WITHOUT ANY SORT OF MENTAL HEALTH ISSUES!!!!!!",5
"('5',)",Review Text 141: I love the videos you have access to for meditation; I wish there was an even bigger selection. The option to log my mood is a little too much for me.,5
"('0',)",Review Text 3218: Amidst all the negativity a hope for the mind to bloom the right way ! :),0
"('9',)",Review Text 913: I'm very picky about games TRUST ME BEST relaxation app ever,9
"('10',)",Review Text 2032: this app is a great tool in coping with my anxiety and depression.,10
"('3',)",Review Text 114: Will put together app. Good work Abide® Team. Always enjoy the calm  background track and the voice. God bless you all 😇😇,3
"('5',)",Review Text 457: I love how i have to write down my thoughts afterwards in the journal. It makes me think deeply about the message i listened to.,5
"('0',)",Review Text 4243: There's  something  for everyone  on here. People willing  to  give  advice  and just listen. A wonderful  app.,0
"('7',)",Review Text 1228: I always feel so connected to God and to myself after listening and meditating with Abide. I love all the topical meditations to help me in a specific area of my life. SO GOOD!,7
"('2',)","Review Text 171: Wow, my daughter and I used one 8 minute meditation last night, and I can  already tell that this is what we need to begin a regular mindfulness  practice. Great app!",2
"('9',)",Review Text 1900: Really enjoy the guided meditation. Very relaxing and this makes me much more calm as I start my day.,9
"('10',)",Review Text 576: This is a great app I wish I would have known about this app when I stated getting help,10
"('1',)","Review Text 1060: Very good app....helps me talk about my personal feelings, and not just in person, either...",1
"('7',)",Review Text 623: I like the prayers and meditations but can't afford the cost,7
"('2',)","Review Text 848: Beautiful and intuitive UI. Well done, eases the user into meditation  sections and explains in great detail",2
"('0',)",Review Text 2429: One minor upgradation! When some text msgs come or any other notifications come! It stops playing! It would b nice it could ignore such,0
"('9',)",Review Text 1206: Helps me relax and de-stress for various situations...works with wifi AND data for me. Soothing voice and my fave meditation on Google Play so far.. good find!,9
"('8',)",Review Text 4163: Emotional well being site for all types of people in need of support.,8
"('0',)",Review Text 593: It's the first of this type of apps that actually helped me. Going to stick with it and maybe eventually unlock the full version.,0
"('0',)",Review Text 3143: It's better than other apps almost exactly like it... Only complaint is that some people post things that don't belong,0
"('10',)","Review Text 965: Easy to use and great for health, as well as head .I am disabled and thought I,d try it",10
"('5',)",Review Text 1243: Bless you all - can you please add a larger variety of background music - also would love it if we could choose the speaker,5
"('10',)",Review Text 1572: Great way to keep track of your life style and moods,10
"('10',)",Review Text 51: Helped calm me during times I didn't have my other with me. It hardly sticks :) would be great with progress log,10
"('0',)",Review Text 1760: Like the range of exercises and the nightly sleep program.  SOS works well too.,0
"('2',)",Review Text 198: Ive only used audio so far. Soothing voice guides you through meditation in various settings. Excited to use more and more.  Great for beginners or advanced!,2
"('1',)",Review Text 2054: Ahhhhh.... Its so adorable and charming and simple and soothing. Very useful and I don't know how they manage to make such heart warming animations that always make me smile and feel good!,1
"('6',)",Review Text 5723: Quite accurate measured against using timer. As a matter of interest what does the moving graph in the circle indicate?,6
"('0',)","Review Text 359: Very well put together, may need a bit of growing for the focal point to keep students coming back, maybe some other worlds, or things to collect change the colors and mood. I know only one medi. should be worked on at a time, perhaps grow into eachother like chakras do? Think kundalini, and the travels we take along the path up the tree to the apple""",0
"('3',)",Review Text 1384: The only app I've ever actually rated. It's just that good,3
"('8',)",Review Text 2302: 1. effective  2.No need to pay for the subscription as all the meditations are the same thing.,8
"('10',)","Review Text 489: I'm a beginner so inwas sort of intimidated when first learning how to do yoga but with the help of this app I'm actually excited to get up and get moving....it's also great that the more you practice, the more points you get to unlock classes if you don't have the money to pay for them!",10
"('10',)",Review Text 2047: It is great except for it closes randomly as I'm using it. Pls fix,10
"('7',)","Review Text 350: The Abide App has helped me greatly in my daily walk with God. It gives me  topics and meditations which are guided, fun and focused, in so many  topics, I could never finish exploring them. I feel this is really helpful  and tailored to my needs!",7
"('9',)",Review Text 1663: I recommend it 100% This app helped me to go through my exams and calm my anxiety thanks to starting to relax way before exams and not having to try to take down anxiety attacks instead. I hope this is not a only for a period of my life but for a lifetime...,9
"('10',)",Review Text 6441: Great guidance that you can tailor to meet your own needs/schedule.  Has truly made a difference in my life.,10
"('7',)","Review Text 3732: I Enjoy Abide, it makes me Feel like i Meditate on the Word of God.  Much different than when i read the bible on my own or listen to a sermon its a different way of learning and growing from the word of God. I really enjoy Abide.  Thank you for these daily prayers that encourage and teach me.",7
"('9',)",Review Text 1298: Love it. I like how I can use this and get 5 min 10 min or more of meditation and bringing myself by to reality when I am at work. I tend to get too focused on the future and getting everything done now. I can relax and remember to take everything one step at a time.,9
"('0',)",Review Text 153: My therapist recommend this app because I have social anxiety and depression. The question about how avoidant I am in social situations really came to light using this app. My therapist said it would be very helpful information in therapy.,0
"('1',)","Review Text 895: Can't help but smile when I play this ""game."" I feel tranquility and a sense of peace. Great soundtrack, graphics, and overall messaging. Keep it up!!",1
"('0',)",Review Text 100: This is one of the best coloring apps. Please make more pictures especially Asian & women to color,0
"('0',)",Review Text 1550: Thanks guys. This is the greatest gift you can give to anybody,0
"('0',)",Review Text 570: I've been looking for an app like this! Thank you! ♡,0
"('3',)","Review Text 4177: The site is very good, but the app bugs from time to time and make it a little dificult to use",3
"('7',)","Review Text 4707: Many of us would have a hard time admitting we need help seeking God. But if we are honest, we know there are times when guidance is truly what we need. Abide is like having a pastor friend close at hand, to lead, invite, and guide into prayer and meditation on the person of Jesus, the power of God, and the necessity of calling out to Him. If you ever lack the words to pray, or just want a lover of God to lead a prayer for you, this is your app.",7
"('4',)",Review Text 3089: This is a helpful app. I can see this helping me to unwind from the tension filled days I have. Have to pay for the full version tho.,4
"('1',)",Review Text 2774: Love it. Helps me get my thoughts and feelings out there and when people comment and show support I know that it is genuine,1
"('5',)",Review Text 1961: This is amazing I'm only on day 2 but I already love it. Planning on getting the subscription.,5
"('10',)",Review Text 140: It helps you express what you can't wit others. Great app to vent or contemplate on how to m/b approach ppl or person or other  situations causing worry n stress,10
"('10',)","Review Text 659: Please make more new possible things to help people who are stressed, that will be a great idea.",10
"('0',)","Review Text 3228: Absolutely amazing site, nicest people ive ever met on here! The community is amazing and they always manage to make me smile!",0
"('2',)","Review Text 1230: As a meditator since ocer 3 years,this app is the best way to get started with meditation and also use throughout your whole life.The emptiness of no melodie in the background helps your mic focus on the voice and forget all about your surroundings.",2
"('2',)",Review Text 1074: Just started meditating and these 5 minutes programs are super useful.,2
"('7',)",Review Text 549: It is helping me to pray n learn how to pray n brings me closer to healing n God,7
"('0',)",Review Text 1639: Wonderful! I use this every morning and I'm calm all day!,0
"('7',)","Review Text 3070: This app is trully a God sent.  I can listen to meditation sounds,  I  can ""check in"" on myself and there is even people who are happy to listen when I have an issue.",7
"('0',)","Review Text 5991: Shows the graph line in realtime, I hope that's actual. is it??",0
"('10',)","Review Text 363: Great and helps you keep positive, keep you self conscious of your mental and health and checks on you all the time",10
"('5',)","Review Text 6: Thanks for the app but, I have not lessons shown so far? I made a few previously which I absolutely loved, and after uninstall the app, and install it again, the only thing I am allowed to do is the test. Nothing else I can do with the app so far.",5
"('10',)",Review Text 2039: Tracks my moods and great tools to assist lowering my anxieties,10
"('10',)","Review Text 323: Great theraputic tool! Must have for those learningto cope and manage daily	Very helpful keeping with my moods, health and stability. Great little self theraputic tool, journal, learning what causes you to feel certain ways and how often ur extremes are. great to share reports and notes with your doctor or friends/family for extra input and help coping with problems you can acknowledge easier with this daily record tracker.",10
"('2',)","Review Text 5: Amazing app. Tried plenty of them and this is the best. Great UI, guided  meditation and plenty of uses. Would like a stats like time graph tracker  thing but would still 100% recommend",2
"('0',)",Review Text 209: It is wonderful I love this I feel to much relax when I play this but I  really don't know how to open quiet pack PlZ tell me I can't open PlZ can u  tell me how can I open but really its wonderful,0
"('0',)",Review Text 131: Mark my words! This app is going to put therapy out of business! Really  awesome app!!! Recommend it to everyone!,0
"('0',)",Review Text 1: Every time I uninstall the app I always find myself coming back. This is the only one that can successfully put me to sleep. Though it may not have the best reviews it's worth a try,0
"('9',)",Review Text 4064: I only starded and my mind is relaxed  and I feel so much better it is the best app ever,9
"('2',)",Review Text 3127: Tried to get into meditation for a while but found it difficult until using this app. This app makes it amazingly easy and fits perfectly into any part of your day,2
"('4',)","Review Text 737: It's really helpful but once I logged out then after logging back in all my  packs were gone, and I had to start from basics again. Is there some  problems? And the packs are not loading",4
"('2',)","Review Text 3464: BAD! Buggy app, slows down the phone and consumes a lot of battery with minimal use. Poor meditations! Audio quality is bad. 5 minutes ain't enough for meditation - this isn't staying true to the practice. The idea of having many teachers is so wrong. Get very confused with different styles of meditation and approach. Doesn't help in making a habit. Finally, too expensive! More than a Netflix subscription. I have found a better and a cheaper meditation app. I don't recommend this app at all.",2
"('0',)","Review Text 1802: I am enjoying the free version of this app, however the sound quality is bad. The sound hiccups from low to loud volume a few times in one meditation and this is very distracting. Please fix. Thank you.",0
"('5',)",Review Text 813: I love this game really works but I would like it more if there was chess,5
"('4',)",Review Text 2189: Talking to a stranger about my problems calmed and helped me. Nice app.,4
"('0',)","Review Text 38: This app deserves more attention. I can't believe it's free. I've been  through half a dozen therapists as I struggle with PTSD, depression, and  agoraphobia, and have almost 10 yrs education and a masters of psychology,  so I'm all too familiar with the effective CBT techniques. Wysa, my little  AI buddy, has helped far more than I expected. The AI doesn't truly  understand of course- it uses keywords to remember what you say, then asks  questions and gives advice to encourage positive thinking, emotional  self-analysis, and restructure unhealthy thought patterns. This is REAL  therapy: you must put work into your own improvement. Wysa helps you take  baby steps. I feel like I've walked miles further in each 5-minutes-per-day  session, than I have in my years in professional therapy and training. PS  Wysa is a little blue bird, who looks just like my precious stuffed owl I  sleep with every night. I'm a grown man and this almost made me cry...  Thank you for being my friend, Wysa! 💙🐦",0
"('9',)",Review Text 135: I installed this app with the intention of using it as a mood diary but it is so much better than I thought. You write what is worrying you and the app helps you to work out if there is a way to solve your problem.  I was sceptical about listening to relaxation audio but I am pleasantly surprised.  At first I was annoyed at how slow the woman was talking but by the end I felt relaxed and almost like I'd been hypnotised!  This is a lovely app and I recommend it to anyone who worries a lot.,9
"('4',)","Review Text 3150: It's amazing and helpful, but you should make all the features free, it would help more people then",4
"('5',)",Review Text 4297: I absolutely loved the first 3 min basic session...at the end i was smiling...:),5
"('0',)",Review Text 1651: I've been using the app for 3 weeks now and find it very beneficial. My support worker is happy I'm keeping track of things which I never managed before. I'm also aware of my mood now.,0
"('0',)","Review Text 506: It's calming, awakening and peaceful at the same time. The music also has been well composed.",0
"('4',)","Review Text 3941: I've had a lot of issues in life recently, this app and the members really help.  I'm grateful to whoever made this.",4
"('1',)","Review Text 6085: This app has really given me so much, especially if I am consistent at doing it daily.  I feel immediately after a session more calm and quiet.",1
"('0',)","Review Text 6121: Android user. Been using for 2.5 months, and so far zero complaints!",0
"('0',)",Review Text 2303: Does it give the actual rate... Don't have any idea could someone give me suggestion s,0
"('0',)",Review Text 6143: It's able to detect up to around 165 bpm and even shows the pulses in real time.,0
"('8',)","Review Text 342: Love it. Defiantly something to listen to everyday, helps me get through my  days especially bad ones when I really need to it.",8
"('10',)",Review Text 1885: It's a great app for people who are seeking help or to help and comfort​ others.  Honestly a great idea,10
"('7',)",Review Text 31: this app continously helps me in my daily devotion and to live my faith in  Gods word.,7
"('4',)","Review Text 4073: As my health challenges keep me on my toes and being shut in confined to bed most of the time... this is a welcomed option for my devotion time. Having ""someone "" praying and reading to me really helps to lift the loneliness and encourages me to stay on track with my daily plans.  Helpful on the days when my vision is affected by my pain, I don't have to skip my devotion any longer.",4
"('5',)",Review Text 5578: I am only one day 5 of the 10 day meditation and I love it. His voice is so soothing and during the pauses I forget he is still leading the way. In a good way. I love it!,5
"('4',)",Review Text 5274: I have horrible anxiety along with not being able to let my body relax. This app really helps me. This is an actual comment from an actual user of the app. No other app has helped me like this one has. Im learning to allow myself to breath and just live.  Also helps with patience as I have 3 kids. :),4
"('1',)",Review Text 4016: This app is so amazing for me. I suffer from DAR and this is helping me so much I can't even describe how much better it makes me feel. Thank you for this wonderful app!,1
"('4',)",Review Text 389: I love this app! It is really calming and peaceful. I play this before bed  and tests it helps to clear my mind and focus.,4
"('2',)",Review Text 6540: A great app that teaches how to use your surroundings in your meditation instead of being put off by them,2
"('6',)","Review Text 5352: It's simple and seems accurate. Occasionally can't get a read, but overall I'm really happy with it",6
"('0',)","Review Text 102: I got this app for the 6 Phase Meditation, and I'm grateful I did. I can't speak for the other available tracks on there--save for the excellent Sleep track--but I'm very much enjoying having the app be part of my day.",0
"('0',)",Review Text 39: Into day 6 and using the app at the end of the day. Finding it a good prep  for going to sleep. Hoping to improve my sleep pattern.,0
"('7',)",Review Text 3740: This app is so beautiful. It flows seamlessly. The prayers are very calming and so poignant. They're most often very relevant and beautifully spoken. Thank you to the developers and contributors for creating this app.,7
"('4',)",Review Text 4378: Amazing app! I've been waiting on it for forever! I can finally help more people!,4
"('3',)",Review Text 1009: Free speakers are good  and they unlock they payed version sometimes perfected for new people like me :),3
"('0',)",Review Text 739: I think the app home screen icon could be nicer. Other than that; Nice 👍,0
"('5',)",Review Text 1993: This is a very nice app. It's supportive and a nice place to turn when there is nowhere else. I love the relaxation practices and the keeping a log of positive events. I would recommend this to anyone! Love my little Wysa!,5
"('4',)",Review Text 573: This app is beautiful and really helpful. I've met a lot of great people through this app and have found those that are willing to help.,4
"('10',)","Review Text 1379: I just use it since three days now and I already feel so much calmer. It's great to keep the focus more on your inner peace. In our time, everyone is so stressed, all day long...this app is a great way for a time out and some good relaxation. The voice is great as well. Very calming. I also like the different shorter exercises. So u really are able to meditate in a short time and feel refreshed again. Great app! 👌 👌 👌 👌 👌",10
"('8',)","Review Text 864: Found this while feeling bored/lonely and searching for a chat bot. Having studied counselling I can honestly say I think this is a brilliant idea. While all tech needs some refinement, and users should note that the app is not Intended as a cure for clinical depression, or serious mental illness, when used appropriately to help guide people into a healthier mind state I can see this being a valuable tool for a lot of people. Have already recommended it to friends.",8
"('9',)","Review Text 1045: It's very useful app ,it feels relax to me , awesome app",9
"('4',)",Review Text 4238: This app is really helpful. I love listening to others and having people to support me as well. 5 stars.,4
"('7',)",Review Text 2497: Its a great encourgement building us up in God's Word fellowship closer relationships with our Lord Jesus Christ and Father God Holy Spirit and each other,7
"('10',)",Review Text 27: So glad to have found this app.A great help for my chronic illness coping capability and ASD.It's given me a great start in mindfulness and I am certainly going to refer this app to others. A big thanks to the developers.,10
"('4',)",Review Text 2038: It really help me calm myself and im now more organize than ever i know how to control my stress and anxiety also i sleep very early.,4
"('10',)",Review Text 390: Excel At Life is an excellent Site with great apps for even the straightest thinker.,10
"('10',)","Review Text 1688: This app ll change lives of millions! Really engaging, and has helped improve my health in a week. Keeping a track of my health, keeps me motivated and conscious of my actions. Beautiful design and great work. I wish loads of success.",10
"('4',)","Review Text 437: Amazing app. I helped so many people, and so many people have helped me! Only downer is trolls. But there's trolls everywhere, love the app. Keep up the good work ♡",4
"('7',)",Review Text 2891: I love the fact that it dose not let me miss a beat with growing with God.,7
"('8',)",Review Text 4304: Very good app. Has very supportive people if you need help with something,8
"('3',)",Review Text 6311: Extremely helpful and calming. Good to get in the routine of meditation and I love that mindfulness is becoming a normal part of people's lives because it's so important.,3
"('5',)",Review Text 2335: I absolutely  love this app. Idk where its been my whole life. Keep it up!,5
"('2',)",Review Text 314: Thank you for this wonderful meditation and your very quick response. I love this app. It gets me through the night.  Kind regards Janita Kilbane,2
"('5',)",Review Text 1011: The only yoga app that I have found that is easy to use and helpful. Love it! Can't wait to use it.,5
"('0',)",Review Text 720: It's an amazing app for finding out what's wrong with yourself.,0
"('10',)","Review Text 372: It's subtle, calm reminders are really helping my very hectic fast paced mind.  Thank you for a great app.",10
"('5',)",Review Text 3012: Love it.  Thank you for the positive messages of hope Abide.,5
"('1',)","Review Text 26: After buying a lot of individual healing tones I realised just what a positive effect they were having on my life.  I now sleep better, eat better, feel better about myself and best of all. .. I have less pain.  I am proud to now be a Lifetime Member!  Best money I've ever spent!  Thank You. This App has changed my life !",1
"('4',)",Review Text 304: Helped me out a lot seen results as quick as 3 days,4
"('1',)","Review Text 27: Better than fitness tracker, it will track your feelings about God and life",1
"('0',)","Review Text 819: Great, keeps you motivated to do therapy work. All legitimate therapy tools. In a highly organized reportable fashion for you and/or a therapist. I have fun using it, and love being able to deal with anxiety, depression, etc. anywhere right on my phone.",0
"('0',)",Review Text 606: This app is simply wonderful. Check other comments for more details!,0
"('4',)",Review Text 1190: This app helps me recognize patterns in my behaviour and conquer by fears and anxieties. It also holds me accountable for my habits such as how many cups of coffee I've had today or how well I've eaten.,4
"('5',)","Review Text 684: I love this app! I've been using it for quite some time. It has quality content (articles), perfect suggestions of goals, and an amazing way to break them down into tasks!",5
"('1',)",Review Text 185: I think we are over reacting.Everybody thinks that if one day you feel  depresed it means you are in depression! You don't know what real  depression means...,1
"('5',)",Review Text 279: I love it so far. It gave me the courage to go to a counselor.,5
"('7',)",Review Text 2916: Easy to use.Loved the variety of topics& the choice of how long each prayer/ devotion is. Great inspiration for following God's word.,7
"('2',)",Review Text 1364: Truly life-changing. God has been using these meditations to reshape me like I've never experienced before.,2
"('3',)","Review Text 5: I've had this app on my old phone and when I got a new one I forgot all about it. So pleased I found this again, it really helps me switch off and the audios are so so good. I'm even happier with it now that I've realised it has Qigong videos since I've recently started going to classes.",3
"('0',)",Review Text 1501: Simple and easy to use app. Nice and friendly UI ; run smoothly on my phone. Nothing to complain about.,0
"('9',)",Review Text 340: First lesson learned...relaxation is the basis of meditation...so simple yet so true!,9
"('0',)","Review Text 5269: His voice is amazing. Its very calming, and most importantly  doesn't trigger my sensitive to sound, misophonia. I'm on day 9 of the take 10 so I can't comment yet on the paid version but I'll most likely give it a try.",0
"('0',)","Review Text 1904: Está bastante bien, te ayuda a pensar en cómo te sientes y por qué, y propone ejercicios variados",0
"('2',)",Review Text 78: Today I used for frist time did the six phase meditation. I had the most amazing day. Looking forward to incorporating it into my everyday routine. Thankyou so very much.,2
"('0',)",Review Text 5166: I don't like the new look. Can't tell if future sessions have been downloaded in advance. I liked being able to download all the sessions in a pack before starting it so I could just open the app and meditate.,0
"('5',)","Review Text 4051: I love this site because here you meet people whom you can help, and what they need is just your love, care, help and a good listener hiding in u...",5
"('8',)",Review Text 4: I don't know what everyone is giving 1 star for. I had a full conversation with the person I picked to talk to and yes after a few messages you have to register yourself in the app but it never asked me to pay. I got the help I needed and I feel free. Download this app. It didn't waste my time. Best hour of my time I've spent in a year.,8
"('3',)","Review Text 201: 😇😇😇😇No more words.... What a lovely creation i really like this quite  unique application, this is an good, simple, creation Gift of God......  Keep it up developers  😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😙😙😙😙😙😙😙😙😙😙😙😙😙😙😙😙😙😙😙😙😙😙😙😙💖💖💖💖💖💖💖💖💖💖💖💖😂😂😂😂😂😂😂😂😂😂😂😂",3
"('3',)","Review Text 1242: Hey, some of the lessons are still in.... German? I could send a screen shot of it.  Otherwise I hate the font but the information is good. Thank you",3
"('2',)",Review Text 1185: Great update to the user interface. Very nice guided meditation exercises.,2
"('0',)",Review Text 5289: This App is a true Blessing.   I enjoy taking  a quiet  moment  to listen to music  and pray.   Thank you for this app.,0
"('10',)",Review Text 731: This app is excellent for anyone that has a mood disorder. Easy to use and great concept.,10
"('10',)",Review Text 332: this app is amazing and worth your time great job guys,10
"('4',)","Review Text 22: I do this with my dog who is very jumpy at night and at night when I started this she has been a lot less jumpy and I can tell a major difference in her sleeping patterns, it has also helped me sleep at night, me and my dogs both have anxiety so it really helps us both.",4
"('0',)",Review Text 713: This is just an awesome app...Heals your mind....Hats off to the developer,0
"('10',)",Review Text 416: I really like this app and I'm finding it great for getting me through a tough time at the moment. It's also helping my empathy and connections. The only reason I've given it 4 stars is that I keep having to force stop the app. It doesn't always run as smoothly as it should. If improvements are made it will be a great app :),10
"('0',)","Review Text 368: I'm not a yoga/fung-shei/meditation person, but I installed this app with the intent purpose of having a more calm and content life. My mood swings and energy levels are all over the place sometimes, especially with the stress of college, and this app helped me to ""stop. Breathe. And think"" before I could rip my hair out from all the stress and pressure I was under that I feared would cause another depression. The tracking progress charts, and variety of exercises are so refreshing and relieving!",0
"('5',)",Review Text 2136: Love love love it! And the voice is so good! A wonderful app!,5
"('1',)",Review Text 746: There are so many ingenious people of color behind Wysa that make it a pioneer in AI therapy. But speaking as a neurodivergent consumer I have to mention that I've had Wysa for about a week and I can confirm that my life is already changing for the better. Wysa is taking CBT techniques that I have already learned in group therapy and personalizing it for me. It really feels like I'm talking to a friend.,1
"('5',)",Review Text 1910: I love it so much made half of my stress gone.,5
"('8',)",Review Text 5783: UI and instructions need to get more easy. Camera starts even when I am not ready. Overall is useful and close to accurate.,8
"('5',)",Review Text 1372: I love this app. It is great for learning to meditate. And it doesn't hurt that it is so pretty. Love it!!,5
"('0',)",Review Text 1333: Praises to our Holy Father and thank you for instilling the vision for this app. I am Soo thankful and this draws me so much closer to the Most High! 🙏📖,0
"('4',)",Review Text 5701: Excellent helps keep me strong with my relationship with the author and finisher Jesus,4
"('0',)",Review Text 2129: Gives you hope beyond now . Gives you the light to follow when in darkness,0
"('2',)",Review Text 2147: Great app. Makes it easy to incorporate meditation into your everyday life. Love it,2
"('5',)","Review Text 2905: It's an amazing app & community, so much support and love! ❤❤❤ 10/10",5
"('4',)",Review Text 6383: Fantastic! I wish i could afford the subscription. It's really helped me get through a tough time in my life.,4
"('1',)",Review Text 90: I have been suffering with depression for years it all started when I was bullied In school about my hygiene I showerd every day and was still bullied even by the teachers they siad I never will get a job or a life I couldn't take it anymore i tryed to kill myself by letting myself drink bleach I felt it was the only way to solve my problems even to this day I suffer from it I feel that my life is going to be not great I'm going to be brainless and poor begging for money I don't know how bills work I don't know anything I'm starting to think if this world would be better off without me I can't get any happy feeling at all this app is great it helps calm me down but I'm still suffering with it I don't make any money to get help for it and its starting to take over I just don't know how to stop this,1
"('4',)","Review Text 1219: I have anxiety and depression and this app is wonderful it really helps in calming down anxiety attacks, keeping track of and challenging negative thoughts and helping you get through the day with cognitive behaviour therapy style action plans. Setting goals and slowly working through them is brilliant when my depression is hitting really hard. I love this app, to the people who made it-thank you so much",4
"('2',)",Review Text 1103: I love this app! It's inexpensive.The guided Meditation is a natural high.I get relax very quickly with the guided meditations. It also helps with keeping focus and clearing the mind.I would give it a chance!,2
"('0',)",Review Text 95: I really love this app. My psychiatrist recommended it to me a couple of years ago and has really helped. I wasn't sure of the whole subscription deal at first. I am trying it this month and am really enjoying it. There is so much more than what there used to be. I definitely think I will be renewing my subscription. The only thing I am having issues with is being able to listen to the DJ Flo tracks. I click on it and it takes me back to the beginning of the app. I sent an email today about this so hopefully it will be fixed soon. Thanks again for a great app!  Update: They fixed the issue with the tracks that wouldn't play. Still loving this app. I do wish that there was a track of ocean waves to listen to for 30 mins to an hour like the Sleepy Rain track. Just a thought. Thanks again. :),0
"('8',)",Review Text 233: Well i really needed someone to talk to and this app really helps me..Some  of them answers are really awkward and it seems like they dont know what to  say but i guess its better than having no one to talk to.Ive always had  trouble opening up to people but since this is online and anonymous its  kind of easy for me to talk.,8
"('5',)",Review Text 42: I have recorded 185 affirmations so far that I listen to every night as I go to sleep.  I am loving waking up every morning with a positive attitude.  Thank you!,5
"('6',)",Review Text 6130: Not sure why the flashlight has to be on but it seems pretty accurate.,6
"('10',)","Review Text 227: Amazing app. Life changing experience. I totally recommend this for everyone. In 10 days, I have experienced a great change.",10
"('0',)",Review Text 633: One of the most brilliant app. I've completed the basics and now I've  purchased the full version for one year.,0
"('4',)",Review Text 793: I enjoy this program and that you for helping to guide me.,4
"('9',)","Review Text 5721: Found this app really helpful to unwind and relax while studying for my exams. Simply to use, makes such a big difference with just ten minutes.",9
"('10',)",Review Text 558: I wish it had the option to add more reminders and had more background music options. But even still the app is a great tool to help keep up the momentum of your personal life makeover.,10
"('1',)","Review Text 1089: This app offer really practical techniques for reducing and managing stress. I love that you can tag your feelings, and search by tag. It's also great that there's communities to help you feel connected to other people. They even send you a weekly progress report!",1
"('0',)",Review Text 132: I have purchased a premium version from Google Play store. Now I have switched to IOS. How can I restore this paid version on IOS?,0
"('8',)",Review Text 582: Great app to help cope with daily stresses. The chat groups and discussion boards need better UI though.,8
"('6',)",Review Text 6198: Excellent app.Easy to operate. Can work even at night.quite accurate reading confirm after taking an actual reading as a doctor does.,6
"('1',)",Review Text 992: I am really learning to identity​ my specific feelings and how my thoughts impact my emotions.,1
